#PPI	ID_b	Sym_b	LocID_b	ID_p	Sym_p	LocID_p	Y2H	Exp	Hs	Dm	Ce	Sc	GO	Qcount
161	468	EEF1A1	1915	1271	PFN2	5217	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31	WI5:22|WI5:31			4
162	471	EEF1D	1936	342	CRMP1	1400	SD4		HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:22|WI5:31	MIPS:31		4
163	478	EEF1G	1937	284	CGI-125	51003	LacZ4		Y2H:30|Y2H:40	GIOT:21|GIOT:22|GIOT:31		MIPS:31		4
164	476	EEF1G	1937	463	ECH1	1891	LacZ4		Y2H:30|Y2H:40	GIOT:13|GIOT:31		MIPS:31		4
164	478	EEF1G	1937	463	ECH1	1891	LacZ4		Y2H:30|Y2H:40	GIOT:13|GIOT:31		MIPS:31		4
165	476	EEF1G	1937	959	LOC222019	222019	LacZ4		Y2H:30|Y2H:40	GIOT:22|GIOT:31		MIPS:31		4
165	478	EEF1G	1937	959	LOC222019	222019	LacZ4	Memb:pos	Y2H:30|Y2H:40	GIOT:22|GIOT:31		MIPS:31		4
166	476	EEF1G	1937	1465	RECQL5	9400	LacZ4		Y2H:40	GIOT:31		MIPS:31		4
166	478	EEF1G	1937	1465	RECQL5	9400	LacZ4		Y2H:40	GIOT:31		MIPS:31		4
166	1465	RECQL5	9400	476	EEF1G	1937	LacZ4		Y2H:40	GIOT:31		MIPS:31		4
167	491	EIF2S2	8894	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22	WI5:31			4
168	491	EIF2S2	8894	1788	TP53	7157	LacZ4	Memb:pos	HPRD:12|HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:21|GIOT:22	WI5:31			4
169	491	EIF2S2	8894	1853	UNC119	9094	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:22	WI5:31			4
170	493	EIF3S5	8665	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:22|GIOT:13	WI5:31			4
171	524	ERH	2079	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:13|GIOT:31	WI5:31			4
172	648	FTS	64400	1492	RPA1	6117	LacZ4		HPRD:31|Y2H:40		WI5:31	MIPS:31		4
173	649	FUBP1	8880	286	CHD3	1107	LacZ4		Y2H:40	GIOT:31			GO:0006355	4
174	649	FUBP1	8880	1872	VIM	7431	LacZ4		Y2H:40	GIOT:31	WI5:21|WI5:22|WI5:31			4
175	661	GABARAP	11337	69	APG4B	23192	LacZ4			GIOT:13	WI5:11|WI5:22	MIPS:11|MIPS:21|MIPS:22|MIPS:13		4
175	662	GABARAP	11337	69	APG4B	23192	LacZ4			GIOT:13	WI5:11|WI5:22	MIPS:11|MIPS:21|MIPS:22|MIPS:13		4
176	680	GIPC2	54810	1409	PTN	5764	LacZ4		Y2H:40	GIOT:22|GIOT:31	WI5:22			4
177	695	GNB2L1	10399	1409	PTN	5764	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:22|GIOT:31		MIPS:31		4
178	704	GOLPH2	51280	694	GNB2L1	10399	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22	WI5:21			4
179	721	GSTO1	9446	408	DKFZP564O0523	84060	LacZ4		Y2H:40	GIOT:22	WI5:31			4
180	721	GSTO1	9446	475	EEF1G	1937	LacZ4		Y2H:40	GIOT:22|GIOT:13|GIOT:31	WI5:31			4
181	721	GSTO1	9446	897	KIAA1377	57562	LacZ4		Y2H:40	GIOT:22	WI5:31			4
182	764	HMOX2	3163	475	EEF1G	1937	LacZ4		Y2H:30|Y2H:40	GIOT:31	WI5:31			4
183	773	HNRPH3	3189	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:22			4
184	773	HNRPH3	3189	812	HTATIP	10524	LacZ4	Memb:neg	HPRD:31|Y2H:40	GIOT:22	WI5:22			4
185	773	HNRPH3	3189	1567	SDCCAG16	10813	LacZ4		Y2H:40	GIOT:21	WI5:22|WI5:13			4
186	783	HRMT1L2	3276	1476	RIF1	55791	LacZ4		HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
187	807	HSPE1	3336	341	CRMP1	1400	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:30|Y2H:40		WI5:22|WI5:31	MIPS:31		4
188	807	HSPE1	3336	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:30|Y2H:40		WI5:31	MIPS:22		4
189	807	HSPE1	3336	1759	TLE1	7088	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31	WI5:31			4
190	807	HSPE1	3336	1853	UNC119	9094	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
191	809	HSU79303	29903	341	CRMP1	1400	LacZ4		HPRD:31|Y2H:40	GIOT:31		MIPS:31		4
192	853	ITGB4BP	3692	47	ALDH2	217	LacZ4		HPRD:31		WI5:21	MIPS:13		4
193	853	ITGB4BP	3692	897	KIAA1377	57562	LacZ4		HPRD:22|Y2H:30|Y2H:40		WI5:31	MIPS:22		4
194	853	ITGB4BP	3692	1399	PSME1	5720	LacZ4		HPRD:22|Y2H:40	GIOT:31		MIPS:22		4
195	866	KARS	3735	477	EEF1G	1937	LacZ4		HPRD:21|HPRD:22	GIOT:22			GO:0043037	4
195	866	KARS	3735	476	EEF1G	1937	LacZ4		HPRD:21|HPRD:22	GIOT:22			GO:0043037	4
196	919	KNSL7	56992	897	KIAA1377	57562	LacZ4		HPRD:31|Y2H:40	GIOT:31	WI5:22			4
197	925	LAMA4	3910	164	BRD7	29117	LacZ4		Y2H:40		WI5:31	MIPS:31		4
198	925	LAMA4	3910	284	CGI-125	51003	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
199	925	LAMA4	3910	668	GAPD	2597	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:21|GIOT:22	WI5:22|WI5:31			4
200	925	LAMA4	3910	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40	GIOT:31	WI5:31			4
201	925	LAMA4	3910	1788	TP53	7157	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
202	925	LAMA4	3910	1822	TUBB	7280	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
203	925	LAMA4	3910	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:31	WI5:31			4
204	952	LOC158345	158345	474	EEF1G	1937	LacZ4			GIOT:21|GIOT:22|GIOT:13	WI5:22|WI5:13|WI5:31	MIPS:22		4
205	961	LOC284169	284169	875	KHDRBS1	10657	LacZ4		HPRD:22|Y2H:30	GIOT:22|GIOT:31	WI5:31			4
206	977	LOC51236	51236	284	CGI-125	51003	LacZ4		HPRD:31|Y2H:40		WI5:31	MIPS:22|MIPS:31		4
207	977	LOC51236	51236	1409	PTN	5764	LacZ4		Y2H:40	GIOT:22		MIPS:22		4
208	977	LOC51236	51236	1492	RPA1	6117	LacZ4		HPRD:31|Y2H:40		WI5:31	MIPS:31		4
209	996	LSM2	57819	174	C14orf1	11161	LacZ4		HPRD:22|Y2H:40	GIOT:22		MIPS:22		4
210	996	LSM2	57819	341	CRMP1	1400	LacZ4		HPRD:22|Y2H:40	GIOT:22		MIPS:22		4
211	997	LSM3	27258	677	GDF9	2661	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40		WI5:31	MIPS:31		4
212	1012	MAD2L1BP	9587	1788	TP53	7157	LacZ4	Memb:neg	HPRD:22|HPRD:31|Y2H:40	GIOT:31			GO:0000074	4
213	1060	MGC12197	51319	466	EEF1A1	1915	LacZ4		HPRD:31|Y2H:40		WI5:31	MIPS:31		4
214	1060	MGC12197	51319	677	GDF9	2661	LacZ4		HPRD:31|Y2H:40		WI5:31	MIPS:31		4
215	1060	MGC12197	51319	996	LSM2	57819	LacZ4		HPRD:31|Y2H:40		WI5:31	MIPS:31		4
216	1060	MGC12197	51319	1567	SDCCAG16	10813	LacZ4		HPRD:31|Y2H:40		WI5:31	MIPS:31		4
217	1100	MPHOSPH6	10200	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
218	1100	MPHOSPH6	10200	1788	TP53	7157	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31		GO:0000074	4
219	1115	MRPS12	6183	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40	GIOT:22	WI5:31			4
220	1145	NACA	4666	1476	RIF1	55791	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22		MIPS:22		4
221	1177	NHP2L1	4809	271	CDKN2C	1031	SD4		Y2H:30	GIOT:31		MIPS:31	GO:0000074	4
222	1190	NP	4860	71	APLP1	333	LacZ4		Y2H:40	GIOT:21		MIPS:22		4
223	1190	NP	4860	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40	GIOT:22		MIPS:22		4
224	1199	NSF	4905	174	C14orf1	11161	LacZ4		HPRD:22|Y2H:40	GIOT:22|GIOT:31		MIPS:22|MIPS:31		4
225	1199	NSF	4905	1519	RPLP1	6176	LacZ4		Y2H:40	GIOT:22|GIOT:13|GIOT:31		MIPS:22|MIPS:31		4
226	1225	PAFAH1B3	5050	284	CGI-125	51003	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
227	1225	PAFAH1B3	5050	408	DKFZP564O0523	84060	LacZ4		HPRD:31|Y2H:40	GIOT:31		MIPS:31		4
228	1225	PAFAH1B3	5050	668	GAPD	2597	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:21|GIOT:22	WI5:31			4
229	1225	PAFAH1B3	5050	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40	GIOT:31	WI5:31			4
230	1225	PAFAH1B3	5050	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
231	1225	PAFAH1B3	5050	1788	TP53	7157	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
232	1225	PAFAH1B3	5050	1822	TUBB	7280	LacZ4		HPRD:21|HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
233	1225	PAFAH1B3	5050	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:31	WI5:31			4
234	1226	PAICS	10606	1226	PAICS	10606	LacZ4	Memb:pos		GIOT:11	WI5:11		GO:0006189	4
234	1226	PAICS	10606	1227	PAICS	10606	LacZ4	Memb:pos		GIOT:11	WI5:11		GO:0006189	4
234	1227	PAICS	10606	1226	PAICS	10606	LacZ4	Memb:pos		GIOT:11	WI5:11		GO:0006189	4
235	1242	PCDHA4	56144	668	GAPD	2597	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:21|GIOT:22	WI5:31			4
236	1242	PCDHA4	56144	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
237	1242	PCDHA4	56144	1788	TP53	7157	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
238	1242	PCDHA4	56144	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:31	WI5:31			4
239	1248	PDCD5	9141	475	EEF1G	1937	LacZ4		Y2H:40	GIOT:13	WI5:22|WI5:31			4
240	1331	POLR2C	5432	1476	RIF1	55791	LacZ4		Y2H:40	GIOT:22	WI5:22			4
241	1333	POLR3F	10621	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:40	GIOT:22	WI5:22			4
242	1333	POLR3F	10621	1476	RIF1	55791	LacZ4	Memb:neg	Y2H:40	GIOT:22	WI5:22			4
243	1336	PP	5464	1788	TP53	7157	LacZ4	Memb:pos	HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
244	1336	PP	5464	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:13|GIOT:31	WI5:31			4
245	1356	PPP2CA	5515	1409	PTN	5764	LacZ4			GIOT:22	WI5:22	MIPS:22|MIPS:31		4
246	1388	PSMA6	5687	1387	PSMA3	5684	LacZ4	Bdg:pos|PMID:10436176	HPRD:12|HPRD:13		WI5:11|WI5:12|WI5:13		GO:0005839|GO:0006511	4
247	1394	PSMD11	5717	284	CGI-125	51003	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
248	1394	PSMD11	5717	475	EEF1G	1937	SD4		HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31	WI5:22|WI5:31	MIPS:22|MIPS:31		4
249	1394	PSMD11	5717	668	GAPD	2597	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:21|GIOT:22	WI5:13|WI5:31			4
250	1394	PSMD11	5717	1409	PTN	5764	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:22			4
251	1394	PSMD11	5717	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:22|WI5:31			4
252	1394	PSMD11	5717	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:13|GIOT:31	WI5:31			4
253	1394	PSMD11	5717	1788	TP53	7157	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
254	1394	PSMD11	5717	1822	TUBB	7280	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:13|GIOT:31	WI5:31			4
255	1394	PSMD11	5717	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:31	WI5:22|WI5:31			4
256	1394	PSMD11	5717	1907	ZNF145	7704	LacZ4		Y2H:40	GIOT:22|GIOT:31	WI5:22			4
257	1396	PSMD2	5708	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40	GIOT:22	WI5:22|WI5:31			4
258	1396	PSMD2	5708	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:22	WI5:22|WI5:31			4
259	1396	PSMD2	5708	1907	ZNF145	7704	LacZ4		Y2H:40	GIOT:22	WI5:22|WI5:13|WI5:31			4
260	1412	PTPN4	5775	466	EEF1A1	1915	SD4	Memb:neg	HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31	MIPS:22|MIPS:31		4
261	1418	PTPRS	5802	1409	PTN	5764	LacZ4		HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:31		MIPS:22		4
262	1420	PTS	5805	1420	PTS	5805	LacZ4	Memb:pos		GIOT:11	WI5:11		GO:0006559	4
263	1433	RAB2L	5863	341	CRMP1	1400	LacZ4		Y2H:40	GIOT:31		MIPS:31		4
264	1433	RAB2L	5863	475	EEF1G	1937	LacZ4		Y2H:40	GIOT:12|GIOT:31		MIPS:31		4
265	1439	RABAC1	10567	1822	TUBB	7280	LacZ4		HPRD:22|HPRD:13|Y2H:40	GIOT:13		MIPS:22|MIPS:13		4
266	1444	RAD51	5888	286	CHD3	1107	LacZ4	Memb:neg	HPRD:12|HPRD:22|HPRD:13|HPRD:31|Y2H:40			MIPS:22	GO:0008094	4
267	1469	RFC5	5985	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40	GIOT:22	WI5:31			4
268	1469	RFC5	5985	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:13|GIOT:31	WI5:31			4
269	1474	RGS2	5997	681	GIT1	28964	LacZ4		HPRD:22|HPRD:13	GIOT:22			GO:0008277	4
270	1487	RNPC4	55147	1492	RPA1	6117	SD4		HPRD:31|Y2H:40	GIOT:13	WI5:31	MIPS:31		4
271	1493	RPA2	6118	1519	RPLP1	6176	SD4	Bdg:pos	HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31	WI5:31	MIPS:12|MIPS:22|MIPS:13|MIPS:31		4
272	1493	RPA2	6118	1853	UNC119	9094	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:31	WI5:22|WI5:13|WI5:31			4
273	1518	RPLP1	6176	1409	PTN	5764	LacZ4		HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:21|GIOT:22|GIOT:31		MIPS:22|MIPS:31		4
274	1518	RPLP1	6176	1476	RIF1	55791	LacZ4		Y2H:30|Y2H:40	GIOT:22|GIOT:31		MIPS:22		4
275	1542	RUTBC1	9905	1409	PTN	5764	LacZ4		Y2H:30|Y2H:40	GIOT:22|GIOT:31		MIPS:31		4
276	1546	RXRG	6258	1339	PPARA	5465	LacZ4		HPRD:13		WI5:13		GO:0006355	4
277	1557	SAT	6303	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31		MIPS:22|MIPS:31		4
278	1557	SAT	6303	341	CRMP1	1400	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31		MIPS:31		4
279	1557	SAT	6303	408	DKFZP564O0523	84060	LacZ4		HPRD:31|Y2H:40	GIOT:31	WI5:31			4
280	1557	SAT	6303	807	HSPE1	3336	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:22		MIPS:22		4
281	1557	SAT	6303	812	HTATIP	10524	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31			GO:0008080	4
282	1557	SAT	6303	897	KIAA1377	57562	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31	WI5:31			4
283	1557	SAT	6303	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31	WI5:31			4
284	1557	SAT	6303	1788	TP53	7157	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
285	1557	SAT	6303	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31	WI5:31			4
286	1570	SELENBP1	8991	1492	RPA1	6117	LacZ4		HPRD:31|Y2H:40		WI5:31	MIPS:31		4
287	1578	SERPINB9	5272	284	CGI-125	51003	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
288	1578	SERPINB9	5272	408	DKFZP564O0523	84060	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31		MIPS:31		4
289	1578	SERPINB9	5272	668	GAPD	2597	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:13	WI5:22|WI5:31			4
290	1578	SERPINB9	5272	1476	RIF1	55791	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
291	1578	SERPINB9	5272	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
292	1578	SERPINB9	5272	1788	TP53	7157	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
293	1578	SERPINB9	5272	1822	TUBB	7280	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40	GIOT:13|GIOT:31	WI5:31			4
294	1578	SERPINB9	5272	1845	UBR1	197131	LacZ4		HPRD:31|Y2H:40	GIOT:31	WI5:22|WI5:31			4
295	1578	SERPINB9	5272	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:31	WI5:31			4
296	1590	SGTA	6449	1271	PFN2	5217	LacZ4		HPRD:22|HPRD:13|Y2H:40	GIOT:31	WI5:22			4
297	1600	SIAHBP1	22827	286	CHD3	1107	LacZ4		Y2H:40	GIOT:22		MIPS:21|MIPS:22|MIPS:31		4
298	1601	SIAHBP1	22827	1872	VIM	7431	LacZ4		Y2H:40	GIOT:22|GIOT:31		MIPS:22		4
299	1608	SIRT6	51548	286	CHD3	1107	LacZ4		Y2H:40	GIOT:31			GO:0016568	4
300	1610	SITPEC	51295	1580	SETDB1	9869	LacZ4		Y2H:40	GIOT:22	WI5:22			4
301	1621	SLC25A6	293	1872	VIM	7431	LacZ4			GIOT:22	WI5:22	MIPS:22		4
302	1622	SLC27A6	28965	286	CHD3	1107	LacZ4		Y2H:40	GIOT:31		MIPS:31		4
303	1631	SMA3	10571	1788	TP53	7157	LacZ4		HPRD:31|Y2H:40	GIOT:31	WI5:31			4
304	1631	SMA3	10571	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
305	1635	SMN1	6606	1476	RIF1	55791	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40	GIOT:22	WI5:31			4
306	1640	SNAP25	6616	1698	STX1A	6804	LacZ4		HPRD:11|HPRD:12|HPRD:22|HPRD:13	GIOT:13		MIPS:11|MIPS:12|MIPS:22|MIPS:13		4
306	1640	SNAP25	6616	1699	STX1A	6804	LacZ4		HPRD:11|HPRD:12|HPRD:22|HPRD:13	GIOT:13		MIPS:11|MIPS:12|MIPS:22|MIPS:13		4
306	1640	SNAP25	6616	1700	STX1A	6804	LacZ4		HPRD:11|HPRD:12|HPRD:22|HPRD:13	GIOT:13		MIPS:11|MIPS:12|MIPS:22|MIPS:13		4
306	1698	STX1A	6804	1640	SNAP25	6616	LacZ4		HPRD:11|HPRD:12|HPRD:22|HPRD:13	GIOT:13		MIPS:11|MIPS:12|MIPS:22|MIPS:13		4
306	1699	STX1A	6804	1640	SNAP25	6616	LacZ4		HPRD:11|HPRD:12|HPRD:22|HPRD:13	GIOT:13		MIPS:11|MIPS:12|MIPS:22|MIPS:13		4
307	1641	SNAPAP	23557	833	IKBKAP	8518	LacZ4		Y2H:40	GIOT:13	WI5:31			4
308	1649	SNRPN	6638	1788	TP53	7157	LacZ4		HPRD:12|HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:22			GO:0005730	4
309	1669	SPUVE	11098	26	ACTG1	71	LacZ4			GIOT:22	WI5:22	MIPS:22		4
310	1669	SPUVE	11098	1343	PPIA	5478	LacZ4		HPRD:22	GIOT:22		MIPS:22		4
311	1704	SULT1E1	6783	1788	TP53	7157	LacZ4		HPRD:31|Y2H:40	GIOT:31	WI5:31			4
312	1704	SULT1E1	6783	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
313	1707	Supt5h	20924	284	CGI-125	51003	LacZ4		Y2H:40	GIOT:22|GIOT:31			GO:0006355	4
314	1720	TADA3L	10474	1554	SAP18	10284	LacZ4		HPRD:22|HPRD:13	GIOT:22|GIOT:13			GO:0006357	4
315	1723	TAF9	6880	466	EEF1A1	1915	LacZ4		Y2H:40		WI5:21|WI5:22|WI5:31	MIPS:31		4
316	1755	TIMP1	7076	463	ECH1	1891	LacZ4		Y2H:40	GIOT:31		MIPS:31		4
317	1755	TIMP1	7076	469	EEF1B2	1933	LacZ4		Y2H:40	GIOT:31		MIPS:31		4
317	1755	TIMP1	7076	470	EEF1B2	1933	LacZ4		Y2H:40	GIOT:31		MIPS:31		4
318	1755	TIMP1	7076	959	LOC222019	222019	LacZ4		HPRD:22|Y2H:40	GIOT:31		MIPS:31		4
319	1758	TK1	7083	341	CRMP1	1400	LacZ4		HPRD:31|Y2H:40	GIOT:31	WI5:31			4
320	1758	TK1	7083	668	GAPD	2597	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:21|GIOT:22	WI5:31			4
321	1758	TK1	7083	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40	GIOT:31	WI5:31			4
322	1758	TK1	7083	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
323	1758	TK1	7083	1788	TP53	7157	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
324	1758	TK1	7083	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:31	WI5:31			4
325	1767	TMPRSS3	64699	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:22|GIOT:13	WI5:31			4
326	1768	Tmsb4x	19241	1788	TP53	7157	LacZ4	Memb:pos	HPRD:22|HPRD:31|Y2H:40	GIOT:31	WI5:31			4
327	1768	Tmsb4x	19241	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
328	1772	TNFRSF6	355	341	CRMP1	1400	LacZ4		HPRD:31|Y2H:40		WI5:31	MIPS:31		4
329	1785	TOMM20	9804	897	KIAA1377	57562	LacZ4		Y2H:40	GIOT:31		MIPS:22		4
330	1785	TOMM20	9804	1409	PTN	5764	LacZ4		Y2H:40		WI5:21	MIPS:22		4
331	1808	TSC22	8848	1580	SETDB1	9869	LacZ4		Y2H:30|Y2H:40	GIOT:22|GIOT:13	WI5:22			4
332	1812	TTR	7276	466	EEF1A1	1915	LacZ4		HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31	WI5:22|WI5:31			4
333	1812	TTR	7276	833	IKBKAP	8518	LacZ4		Y2H:40	GIOT:22|GIOT:31	WI5:31			4
334	1824	TUBB	7280	291	CHGB	1114	LacZ4		HPRD:22|HPRD:31	GIOT:31		MIPS:31		4
335	1821	TUBB	10383	428	DLST	1743	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:12|GIOT:31		MIPS:22|MIPS:13		4
336	1821	TUBB	10383	1398	PSME1	5720	LacZ4		HPRD:22|Y2H:40	GIOT:22		MIPS:22		4
337	1835	UBE2B	7320	342	CRMP1	1400	LacZ4		Y2H:40		WI5:31	MIPS:22		4
338	1835	UBE2B	7320	1845	UBR1	197131	LacZ4		HPRD:31|Y2H:40		WI5:11|WI5:31		GO:0006512	4
339	1885	WDR33	55339	408	DKFZP564O0523	84060	LacZ4		HPRD:31|Y2H:40	GIOT:31	WI5:31			4
340	1885	WDR33	55339	475	EEF1G	1937	LacZ4	Memb:pos	Y2H:40		WI5:22|WI5:31	MIPS:22		4
341	1895	YWHAZ	7534	897	KIAA1377	57562	LacZ4		HPRD:22|HPRD:31	GIOT:22|GIOT:31	WI5:22			4
342	1910	ZNF24	7572	408	DKFZP564O0523	84060	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31	WI5:31			4
343	1910	ZNF24	7572	812	HTATIP	10524	LacZ4	Memb:pos	HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:13|GIOT:31			GO:0006355	4
344	1910	ZNF24	7572	897	KIAA1377	57562	LacZ4		HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:31	WI5:31			4
345	1910	ZNF24	7572	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:31	WI5:31			4
346	1910	ZNF24	7572	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:13|GIOT:31	WI5:31			4
347	1910	ZNF24	7572	1907	ZNF145	7704	LacZ4		Y2H:40	GIOT:31			GO:0006355	4
348	27	ACTG1	71	1594	SH3GL2	6456	LacZ4	Bdg:pos	HPRD:22|HPRD:13	GIOT:13				3
349	31	ACTN2	88	1819	TUBA1	22142	SD4		HPRD:13	GIOT:22	WI5:22			3
350	40	AGR2	10551	284	CGI-125	51003	LacZ4		Y2H:40		WI5:22			3
351	40	AGR2	10551	342	CRMP1	1400	LacZ4		Y2H:40		WI5:22			3
352	43	AKR1C3	8644	1476	RIF1	55791	LacZ4		Y2H:40	GIOT:22				3
