#EntrezGeneIDA	GeneSymbolA	EntrezGeneIDB	GeneSymbolB	Y2H
23650	TRIM29	79571	GCC1	+
2275	FHL3	51586	PCQAP	+
9533	POLR1C	51082	POLR1D	+
7431	VIM	51074	MMRP19	+
1455	CSNK1G2	10087	COL4A3BP	+
4175	MCM6	79005	SCNM1	+
6737	TRIM21	60491	NIF3L1	+
7138	TNNT1	8500	PPFIA1	+
4100	MAGEA1	11074	TRIM31	+
26258	PLDN	541468	LOC541468	+
4223	MEOX2	25813	CGI-51	+
3853	KRT6A	3872	KRT17	+
9454	HOMER3	140735	Dlc2	+
5359	PLSCR1	64773	C20orf81	+
11007	DIPA	84260	MGC10854	+
58500	ZNF250	80817	KIAA1712	+
4292	MLH1	9877	KIAA0663	+
7186	TRAF2	25978	CHMP2B	+
7458	WBSCR1	83638	Bles03	+
9319	TRIP13	132158	GLYCTK	+
10016	PDCD6	93487	C14orf32	+
7138	TNNT1	7138	TNNT1	+
51074	MMRP19	84313	MGC10540	+
7004	TEAD4	11007	DIPA	+
25788	RAD54B	80022	MYO15B	+
83755	KRTAP4-12	84708	LNX	+
54507	TSRC1	83755	KRTAP4-12	+
55619	DOCK10	541468	LOC541468	+
7203	CCT3	10534	SSSCA1	+
4267	CD99	29979	UBQLN1	+
10513	APPBP2	81029	WNT5B	+
55577	NAGK	84708	LNX	+
10241	NDP52	55388	MCM10	+
5914	RARA	6257	RXRB	+
11007	DIPA	159989	FLJ25393	+
163	AP2B1	55145	THAP1	+
805	CALM2	80726	KIAA1683	+
29950	SERTAD1	57542	KLHDC5	+
2059	EPS8	7965	JTV1	+
51076	CUTC	55191	NADSYN1	+
29946	SERTAD3	83878	USHBP1	+
8440	NCK2	56243	KIAA1217	+
9139	CBFA2T2	55093	FLJ10204	+
10169	SERF2	11030	RBPMS	+
4188	MDFI	55684	C9orf86	+
54550	EFCBP2	54550	EFCBP2	+
3880	KRT19	27332	ZNF638	+
163	AP2B1	9883	POM121	+
3875	KRT18	23641	LDOC1	+
3880	KRT19	83878	USHBP1	+
7186	TRAF2	54469	ZA20D3	+
5359	PLSCR1	83755	KRTAP4-12	+
9873	FCHSD2	11007	DIPA	+
6606	SMN1	114823	LENG8	+
3875	KRT18	149371	EXOC8	+
10179	RBM7	27316	RBMX	+
10241	NDP52	11201	POLI	+
11007	DIPA	55816	DOK5	+
11007	DIPA	55885	LMO3	+
8676	STX11	79036	MGC2749	+
3281	HSBP1	51019	CGI-116	+
10591	C6orf108	10591	C6orf108	+
3537	IGLC1	29979	UBQLN1	+
2275	FHL3	11135	CDC42EP1	+
2130	EWSR1	140735	Dlc2	+
5705	PSMC5	6095	RORA	+
25980	C20orf4	55837	C14orf11	+
9729	KIAA0408	11007	DIPA	+
2189	FANCG	154075	SAMD3	+
1856	DVL2	11267	EAP30	+
896	CCND3	84062	DTNBP1	+
6303	SAT	112483	SAT2	+
30008	EFEMP2	79843	FLJ22746	+
7186	TRAF2	51194	IPO11	+
116225	ZMYND19	253980	KCTD13	+
4089	SMAD4	4093	SMAD9	+
7186	TRAF2	284058	LOC284058	+
1936	EEF1D	1937	EEF1G	+
27301	APEX2	30008	EFEMP2	+
1398	CRK	55211	DPPA4	+
4591	TRIM37	11284	PNKP	+
1912	PHC2	55885	LMO3	+
5108	PCM1	10152	ABI2	+
894	CCND2	1026	CDKN1A	+
56658	TRIM39	84812	PLCD4	+
9871	SEC24D	10483	SEC23B	+
10212	DDX39	84324	CIP29	+
26150	RIBC2	30008	EFEMP2	+
56911	C21orf7	257397	TAB3	+
51534	C6orf55	51562	MBIP	+
11007	DIPA	51562	MBIP	+
51534	C6orf55	59349	KLHL12	+
5359	PLSCR1	9721	KIAA0514	+
51282	SCAND1	54925	ZNF434	+
875	CBS	283987	C17orf28	+
84708	LNX	253980	KCTD13	+
2653	GCSH	9111	NMI	+
10241	NDP52	58155	PTBP2	+
9189	ZBED1	79873	FLJ22494	+
2130	EWSR1	84224	AE2	+
8574	AKR7A2	22977	AKR7A3	+
79576	NKAP	80321	Cep70	+
6429	SFRS4	6431	SFRS6	+
54458	DKFZp564J157	83755	KRTAP4-12	+
55957	F25965	56159	TEX11	+
4188	MDFI	50717	WDR42A	+
84708	LNX	286514	MGC33889	+
11277	TREX1	90410	IFT20	+
7431	VIM	27229	76P	+
11007	DIPA	26150	RIBC2	+
7965	JTV1	84708	LNX	+
7536	SF1	11030	RBPMS	+
9721	KIAA0514	83755	KRTAP4-12	+
80764	THAP7	83755	KRTAP4-12	+
5152	PDE9A	84457	PHYHIPL	+
10534	SSSCA1	51534	C6orf55	+
5441	POLR2L	11007	DIPA	+
54550	EFCBP2	55758	RCOR3	+
4188	MDFI	64129	LCN7	+
10933	MORF4L1	114932	MRFAP1L1	+
5108	PCM1	149371	EXOC8	+
4110	MAGEA11	55621	FLJ20244	+
4188	MDFI	79797	ZNF408	+
22981	KIAA0980	51266	CLEC1B	+
22981	KIAA0980	51760	LOC51760	+
896	CCND3	30008	EFEMP2	+
57097	PARP11	84705	GTPBP3	+
22977	AKR7A3	22977	AKR7A3	+
3190	HNRPK	56654	NPDC1	+
699	BUB1	1398	CRK	+
4733	DRG1	51389	RWDD1	+
9189	ZBED1	26086	GPSM1	+
23582	CCNDBP1	55713	ZNF334	+
51534	C6orf55	151871	DPPA2	+
10133	OPTN	51019	CGI-116	+
51074	MMRP19	84708	LNX	+
3198	HOXA1	83755	KRTAP4-12	+
9189	ZBED1	51388	CGI-37	+
8751	ADAM15	9319	TRIP13	+
7775	ZNF232	55663	FLJ20626	+
51619	UBE2D4	113878	DTX2	+
51444	RNF138	154313	C6orf165	+
4188	MDFI	9814	SFI1	+
23199	KIAA0182	55758	RCOR3	+
10127	ZNF263	51324	SPG21	+
8115	TCL1A	92815	HIST3H2A	+
10567	RABAC1	11266	DUSP12	+
7186	TRAF2	25988	MIZF	+
11007	DIPA	23265	EXOC7	+
79036	MGC2749	138065	RNF183	+
79734	KCTD17	84708	LNX	+
6944	TCFL1	11007	DIPA	+
26276	VPS33B	63894	C14orf133	+
10521	DDX17	84708	LNX	+
10982	MAPRE2	60491	NIF3L1	+
51619	UBE2D4	55658	RNF126	+
8503	PIK3R3	10589	DRAP1	+
2275	FHL3	84708	LNX	+
6990	TCTE1L	54997	TSC	+
7186	TRAF2	9099	USP2	+
2810	SFN	10607	TBL3	+
3866	KRT15	79050	MGC3162	+
5805	PTS	5805	PTS	+
10262	SF3B4	10992	SF3B2	+
4188	MDFI	6687	SPG7	+
3183	HNRPC	51545	ZNF581	+
11345	GABARAPL2	79876	UBE1DC1	+
3183	HNRPC	9513	FXR2	+
4591	TRIM37	9055	PRC1	+
8697	CDC23	81628	TSC22D4	+
5910	RAP1GDS1	26036	ZNF451	+
23636	NUP62	51019	CGI-116	+
3183	HNRPC	5257	PHKB	+
9513	FXR2	81628	TSC22D4	+
10127	ZNF263	90933	TRIM41	+
3866	KRT15	51322	WAC	+
22827	SIAHBP1	22827	SIAHBP1	+
55722	Cep72	147687	ZNF417	+
80306	MED28	83878	USHBP1	+
7257	TSNAX	114932	MRFAP1L1	+
2670	GFAP	26751	SH3YL1	+
8996	NOL3	60491	NIF3L1	+
4188	MDFI	7695	ZNF136	+
163	AP2B1	55707	NECAP2	+
10445	MCRS1	11007	DIPA	+
9319	TRIP13	23564	DDAH2	+
1315	COPB	4591	TRIM37	+
4005	LMO2	9802	DAZAP2	+
23204	ARL6IP	51763	SKIP	+
373	TRIM23	84708	LNX	+
54550	EFCBP2	84708	LNX	+
10278	EFS	79090	MGC2650	+
862	RUNX1T1	79173	MGC11271	+
10513	APPBP2	23212	RRS1	+
26258	PLDN	55093	FLJ10204	+
79797	ZNF408	138046	LOC138046	+
10253	SPRY2	54507	TSRC1	+
5631	PRPS1	51324	SPG21	+
10282	BET1	83878	USHBP1	+
55813	HCA66	79036	MGC2749	+
4782	NFIC	84076	DKFZP434L1717	+
1048	CEACAM5	2130	EWSR1	+
79873	FLJ22494	83755	KRTAP4-12	+
79571	GCC1	79869	FLJ12529	+
56159	TEX11	81888	HT036	+
26207	PITPNC1	57085	AGTRAP	+
2130	EWSR1	60313	SP192	+
4110	MAGEA11	114908	PORIMIN	+
5050	PAFAH1B3	91782	CHMP7	+
3875	KRT18	11007	DIPA	+
55231	FLJ10786	147872	FLJ32658	+
2130	EWSR1	387923	C13orf21	+
9513	FXR2	79036	MGC2749	+
11007	DIPA	27332	ZNF638	+
4110	MAGEA11	84707	BEX2	+
2010	EMD	222389	C10orf30	+
8382	NME5	84332	MGC16186	+
10241	NDP52	91056	DKFZp761E198	+
164127	FLJ35728	541468	LOC541468	+
10567	RABAC1	79873	FLJ22494	+
10928	RALBP1	29911	HOOK2	+
8576	STK16	22934	RPIA	+
56243	KIAA1217	56915	EXOSC5	+
57333	RCN3	283987	C17orf28	+
9454	HOMER3	23045	KIAA0826	+
7186	TRAF2	55209	FLJ10707	+
3241	HPCAL1	113878	DTX2	+
29947	DNMT3L	51187	C15orf15	+
7186	TRAF2	89885	FATE1	+
5050	PAFAH1B3	27111	SDCBP2	+
7186	TRAF2	116349	LOC116349	+
55145	THAP1	81488	GRINL1A	+
1856	DVL2	79753	SNIP1	+
7186	TRAF2	22893	BAHD1	+
1856	DVL2	127557	ZBTB8	+
1454	CSNK1E	1856	DVL2	+
26128	KIAA1279	79156	PLEKHF1	+
1173	AP2M1	151871	DPPA2	+
11007	DIPA	148223	C19orf25	+
10174	SCAM-1	54507	TSRC1	+
4110	MAGEA11	22980	KIAA1049	+
4188	MDFI	64745	FLJ20859	+
1856	DVL2	9129	PRPF3	+
1933	EEF1B2	1937	EEF1G	+
1937	EEF1G	3608	ILF2	+
2130	EWSR1	10007	GNPDA1	+
10241	NDP52	11143	MYST2	+
7431	VIM	9124	PDLIM1	+
9802	DAZAP2	10422	UBADC1	+
1649	DDIT3	79892	C10orf119	+
23136	EPB41L3	51562	MBIP	+
10313	RTN3	79666	PLEKHF2	+
51776	ZAK	163081	ZNF567	+
3983	ABLIM1	81628	TSC22D4	+
4188	MDFI	25796	PGLS	+
7408	VASP	11060	WWP2	+
11007	DIPA	79571	GCC1	+
2882	GPX7	6449	SGTA	+
6810	STX4A	9341	VAMP3	+
4223	MEOX2	8153	RND2	+
5987	RFP	57596	KIAA1446	+
8773	SNAP23	10590	SCGN	+
54925	ZNF434	55888	ZNF167	+
9025	RNF8	11007	DIPA	+
1911	PHC1	7329	UBE2I	+
79797	ZNF408	80321	Cep70	+
5359	PLSCR1	10253	SPRY2	+
9260	PDLIM7	11060	WWP2	+
6303	SAT	84708	LNX	+
6120	RPE	6120	RPE	+
11135	CDC42EP1	83755	KRTAP4-12	+
4110	MAGEA11	200523	FLJ25369	+
407	ARR3	84838	ZNF496	+
8445	DYRK2	25788	RAD54B	+
4188	MDFI	117144	CATSPER1	+
51076	CUTC	51076	CUTC	+
2130	EWSR1	79173	MGC11271	+
6783	SULT1E1	6820	SULT2B1	+
2275	FHL3	54507	TSRC1	+
11007	DIPA	138046	LOC138046	+
9146	HGS	80125	FLJ32855	+
9513	FXR2	26036	ZNF451	+
55191	NADSYN1	80022	MYO15B	+
10606	PAICS	10606	PAICS	+
664	BNIP3	8834	C17orf35	+
10302	SNAPC5	10538	BATF	+
1800	DPEP1	26128	KIAA1279	+
79873	FLJ22494	115704	EVI5L	+
4111	MAGEA12	6776	STAT5A	+
4188	MDFI	389741	MGC21881	+
8440	NCK2	51517	NCKIPSD	+
2001	ELF5	6210	RPS15A	+
83755	KRTAP4-12	84707	BEX2	+
51389	RWDD1	79873	FLJ22494	+
4292	MLH1	122786	C14orf31	+
9874	TLK1	25842	ASF1A	+
9319	TRIP13	84171	LOXL4	+
8576	STK16	79734	KCTD17	+
8500	PPFIA1	51562	MBIP	+
51684	SUFU	55663	FLJ20626	+
3866	KRT15	85359	DGCR6L	+
10946	SF3A3	11007	DIPA	+
1488	CTBP2	7050	TGIF	+
5682	PSMA1	7431	VIM	+
7531	YWHAE	9402	GRAP2	+
11007	DIPA	151613	TTC14	+
7138	TNNT1	116225	ZMYND19	+
4100	MAGEA1	56904	SH3GLB2	+
7329	UBE2I	128866	CHMP4B	+
83988	NCALD	113878	DTX2	+
26258	PLDN	55109	AGGF1	+
55885	LMO3	222546	RFXDC1	+
57088	PLSCR4	83755	KRTAP4-12	+
9146	HGS	57596	KIAA1446	+
5705	PSMC5	7138	TNNT1	+
4176	MCM7	51562	MBIP	+
4591	TRIM37	9729	KIAA0408	+
10982	MAPRE2	10982	MAPRE2	+
4110	MAGEA11	11284	PNKP	+
10254	STAM2	83746	L3MBTL2	+
5174	PDZK1	5830	PEX5	+
8775	NAPA	57142	RTN4	+
10742	RAI2	54557	SGTB	+
4223	MEOX2	83755	KRTAP4-12	+
80174	DRF1	83755	KRTAP4-12	+
1856	DVL2	22893	BAHD1	+
163	AP2B1	9550	ATP6V1G1	+
9189	ZBED1	10174	SCAM-1	+
10197	PSME3	10197	PSME3	+
1995	ELAVL3	2130	EWSR1	+
6233	RPS27A	9802	DAZAP2	+
10152	ABI2	51019	CGI-116	+
1876	E2F6	7027	TFDP1	+
79088	ZNF426	80321	Cep70	+
4110	MAGEA11	29057	TMEM29	+
11030	RBPMS	200523	FLJ25369	+
29959	NRBP	81628	TSC22D4	+
2791	GNG11	51421	AMOTL2	+
22981	KIAA0980	26150	RIBC2	+
11007	DIPA	79005	SCNM1	+
26150	RIBC2	29959	NRBP	+
7597	ZNF46	10174	SCAM-1	+
1454	CSNK1E	25788	RAD54B	+
10813	UTP14A	23641	LDOC1	+
81628	TSC22D4	84708	LNX	+
2275	FHL3	3927	LASP1	+
9356	SLC22A6	10513	APPBP2	+
55388	MCM10	55722	Cep72	+
23281	KIAA0774	79027	ZNF655	+
1398	CRK	5706	PSMC6	+
1996	ELAVL4	2130	EWSR1	+
1856	DVL2	7157	TP53	+
10539	TXNL2	54507	TSRC1	+
1491	CTH	1491	CTH	+
1731	1-Sep	54472	TOLLIP	+
55577	NAGK	55577	NAGK	+
2130	EWSR1	11026	LILRA3	+
4188	MDFI	55367	LRDD	+
10362	HMG20B	11007	DIPA	+
1838	DTNB	56952	PRTFDC1	+
9349	RPL23	56647	BCCIP	+
11007	DIPA	51207	DUSP13	+
5307	PITX1	84528	PEPP-2	+
3866	KRT15	51061	TXNDC11	+
51076	CUTC	51324	SPG21	+
220766	MGC26143	220766	MGC26143	+
1152	CKB	387923	C13orf21	+
10494	STK25	11235	PDCD10	+
23321	TRIM2	140885	PTPNS1	+
246329	STAC3	246329	STAC3	+
83878	USHBP1	83878	USHBP1	+
84445	LZTS2	84528	PEPP-2	+
4110	MAGEA11	130013	ACMSD	+
4188	MDFI	9726	ZNF646	+
2801	GOLGA2	23650	TRIM29	+
29911	HOOK2	80125	FLJ32855	+
4100	MAGEA1	7381	UQCRB	+
10179	RBM7	10656	KHDRBS3	+
4188	MDFI	56654	NPDC1	+
10567	RABAC1	79666	PLEKHF2	+
4110	MAGEA11	162681	C18orf54	+
57573	ZNF471	57573	ZNF471	+
3216	HOXB6	3866	KRT15	+
6396	SEC13L1	89866	RGPR	+
54819	ZCCHC10	246329	STAC3	+
4188	MDFI	154313	C6orf165	+
8861	LDB1	23635	SSBP2	+
9802	DAZAP2	84528	PEPP-2	+
11030	RBPMS	83640	MGC2560	+
51684	SUFU	92595	MGC13138	+
1164	CKS2	81628	TSC22D4	+
1848	DUSP6	56159	TEX11	+
10445	MCRS1	29079	MED4	+
10241	NDP52	84759	PCGF1	+
22899	ARHGEF15	79096	MGC4707	+
5359	PLSCR1	7408	VASP	+
9319	TRIP13	10802	SEC24A	+
1856	DVL2	9531	BAG3	+
4188	MDFI	9140	APG12L	+
3866	KRT15	57658	KIAA1536	+
9146	HGS	541468	LOC541468	+
29979	UBQLN1	60626	RIC8	+
115362	GBP5	115362	GBP5	+
23099	ZNF297B	84708	LNX	+
11135	CDC42EP1	79109	MAPKAP1	+
4103	MAGEA4	140691	RNF36	+
4300	MLLT3	10513	APPBP2	+
9925	ZBTB5	11007	DIPA	+
51421	AMOTL2	54474	KRT20	+
1295	COL8A1	30008	EFEMP2	+
163	AP2B1	53371	NUP54	+
57333	RCN3	57542	KLHDC5	+
4188	MDFI	84733	CBX2	+
1173	AP2M1	9779	TBC1D5	+
572	BAD	2130	EWSR1	+
9319	TRIP13	23583	SMUG1	+
51282	SCAND1	55888	ZNF167	+
10856	RUVBL2	25911	RP11-529I10.4	+
6990	TCTE1L	6990	TCTE1L	+
56159	TEX11	56243	KIAA1217	+
8115	TCL1A	10241	NDP52	+
9111	NMI	374659	MGC45386	+
5708	PSMD2	134510	MGC10067	+
10127	ZNF263	51282	SCAND1	+
29911	HOOK2	64400	FTS	+
56654	NPDC1	83755	KRTAP4-12	+
1196	CLK2	1198	CLK3	+
4188	MDFI	147687	ZNF417	+
9513	FXR2	23641	LDOC1	+
27111	SDCBP2	54458	DKFZp564J157	+
1635	DCTD	79873	FLJ22494	+
1032	CDKN2D	79735	TBC1D17	+
29107	NXT1	56000	NXF3	+
10174	SCAM-1	79869	FLJ12529	+
4188	MDFI	55503	TRPV6	+
8576	STK16	54507	TSRC1	+
358	AQP1	79734	KCTD17	+
4005	LMO2	10919	BAT8	+
10152	ABI2	90410	IFT20	+
23650	TRIM29	80321	Cep70	+
4174	MCM5	4188	MDFI	+
9146	HGS	9802	DAZAP2	+
11338	U2AF2	222389	C10orf30	+
7408	VASP	114088	TRIM9	+
7329	UBE2I	9146	HGS	+
5932	RBBP8	9513	FXR2	+
2582	GALE	2582	GALE	+
6652	SORD	6652	SORD	+
3190	HNRPK	10656	KHDRBS3	+
3190	HNRPK	202559	KHDRBS2	+
4188	MDFI	5819	PVRL2	+
2670	GFAP	9883	POM121	+
7572	ZNF24	54925	ZNF434	+
2130	EWSR1	221016	CCDC7	+
4188	MDFI	286301	MGC42630	+
11051	CPSF5	11052	CPSF6	+
9825	SPATA2	55722	Cep72	+
3183	HNRPC	5300	PIN1	+
4698	NDUFA5	11007	DIPA	+
7851	BENE	10488	CREB3	+
7329	UBE2I	25788	RAD54B	+
2130	EWSR1	28973	MRPS18B	+
7329	UBE2I	9189	ZBED1	+
54550	EFCBP2	284058	LOC284058	+
6602	SMARCD1	10241	NDP52	+
51684	SUFU	58526	MID1IP1	+
9363	RAB33A	10313	RTN3	+
3983	ABLIM1	83878	USHBP1	+
10174	SCAM-1	10278	EFS	+
51138	COPS4	79173	MGC11271	+
9260	PDLIM7	91056	DKFZp761E198	+
91056	DKFZp761E198	283518	KCNRG	+
11007	DIPA	284680	LOC284680	+
10241	NDP52	51224	TCEB3B	+
163	AP2B1	54386	TERF2IP	+
9513	FXR2	27316	RBMX	+
4841	NONO	30834	ZNRD1	+
3983	ABLIM1	10241	NDP52	+
51002	CGI-121	112858	TP53RK	+
23635	SSBP2	26525	IL1F5	+
5682	PSMA1	11007	DIPA	+
9491	PSMF1	55658	RNF126	+
8907	AP1M1	10900	RPIP8	+
1856	DVL2	7186	TRAF2	+
435	ASL	5859	QARS	+
5276	SERPINI2	29979	UBQLN1	+
5359	PLSCR1	11135	CDC42EP1	+
9470	EIF4E2	83755	KRTAP4-12	+
10567	RABAC1	125170	SMCR7	+
3728	JUP	4794	NFKBIE	+
55388	MCM10	151871	DPPA2	+
10445	MCRS1	51019	CGI-116	+
3866	KRT15	90060	JM11	+
664	BNIP3	665	BNIP3L	+
3437	IFIT3	159989	FLJ25393	+
7186	TRAF2	84445	LZTS2	+
11143	MYST2	22981	KIAA0980	+
2670	GFAP	9402	GRAP2	+
4034	LRCH4	4188	MDFI	+
2130	EWSR1	79004	CUEDC2	+
9502	XAGE2	10919	BAT8	+
1831	TSC22D3	79666	PLEKHF2	+
29979	UBQLN1	30008	EFEMP2	+
2670	GFAP	26150	RIBC2	+
22981	KIAA0980	79571	GCC1	+
6271	S100A1	60491	NIF3L1	+
11170	TU3A	29911	HOOK2	+
3437	IFIT3	3437	IFIT3	+
6449	SGTA	114897	C1QTNF1	+
4223	MEOX2	7288	TULP2	+
2139	EYA2	11030	RBPMS	+
80125	FLJ32855	81628	TSC22D4	+
6291	SAA4	119369	C10orf98	+
83878	USHBP1	127703	FLJ38984	+
6880	TAF9	10589	DRAP1	+
11030	RBPMS	64333	ARHGAP9	+
5997	RGS2	22981	KIAA0980	+
10241	NDP52	10241	NDP52	+
373	TRIM23	51545	ZNF581	+
9129	PRPF3	84661	LOC84661	+
79173	MGC11271	79173	MGC11271	+
87	ACTN1	4110	MAGEA11	+
25788	RAD54B	170082	MGC17403	+
27342	RABGEF1	79036	MGC2749	+
4188	MDFI	79870	BAALC	+
2553	GABPB2	286514	MGC33889	+
4110	MAGEA11	79959	C18orf9	+
51562	MBIP	79666	PLEKHF2	+
1810	DR1	54107	POLE3	+
6811	STX5A	8775	NAPA	+
10241	NDP52	84080	C16orf48	+
10783	NEK6	54550	EFCBP2	+
7718	ZNF165	83755	KRTAP4-12	+
5833	PCYT2	79831	FLJ13798	+
1877	E4F1	10919	BAT8	+
51327	ERAF	80149	MCPIP	+
79363	MGC10731	80199	FLJ22688	+
4591	TRIM37	147687	ZNF417	+
10534	SSSCA1	79050	MGC3162	+
54819	ZCCHC10	151871	DPPA2	+
8204	NRIP1	80321	Cep70	+
10241	NDP52	79088	ZNF426	+
84067	DKFZP566M1046	92840	C19orf32	+
4110	MAGEA11	170082	MGC17403	+
27229	76P	83878	USHBP1	+
10302	SNAPC5	79184	CXorf53	+
9260	PDLIM7	164127	FLJ35728	+
10241	NDP52	79025	MGC5356	+
51421	AMOTL2	55110	FLJ10292	+
7251	TSG101	55165	C10orf3	+
6257	RXRB	8405	SPOP	+
4188	MDFI	126070	ZNF440	+
3059	HCLS1	63898	SH2D4A	+
4110	MAGEA11	55698	FLJ10324	+
11007	DIPA	149371	EXOC8	+
8778	SIGLEC5	9319	TRIP13	+
2130	EWSR1	163882	FLJ32001	+
10567	RABAC1	29907	SNX15	+
1780	DNCI1	83658	DNCL2A	+
51138	COPS4	51562	MBIP	+
4188	MDFI	55885	LMO3	+
60491	NIF3L1	63948	DMRTB1	+
56159	TEX11	84260	MGC10854	+
22981	KIAA0980	81576	MGC10471	+
4841	NONO	4841	NONO	+
862	RUNX1T1	54550	EFCBP2	+
3866	KRT15	26150	RIBC2	+
468	ATF4	55037	FLJ20758	+
1468	SLC25A10	83755	KRTAP4-12	+
7360	UGP2	7360	UGP2	+
1856	DVL2	10127	ZNF263	+
7718	ZNF165	220108	FLJ30707	+
9491	PSMF1	11051	CPSF5	+
4234	METTL1	10785	WDR4	+
2702	GJA5	25980	C20orf4	+
1412	CRYBA2	57658	KIAA1536	+
10174	SCAM-1	10521	DDX17	+
6820	SULT2B1	130540	ALS2CR12	+
9319	TRIP13	51316	PLAC8	+
5359	PLSCR1	51545	ZNF581	+
6717	SRI	10241	NDP52	+
51171	DHRS10	51171	DHRS10	+
22978	NT5C2	22978	NT5C2	+
71	ACTG1	11034	DSTN	+
5300	PIN1	11030	RBPMS	+
443	ASPA	443	ASPA	+
9747	KIAA0738	30008	EFEMP2	+
25788	RAD54B	26150	RIBC2	+
10656	KHDRBS3	202559	KHDRBS2	+
4175	MCM6	84289	ING5	+
4103	MAGEA4	150483	MGC27019	+
5573	PRKAR1A	79666	PLEKHF2	+
1856	DVL2	11030	RBPMS	+
1857	DVL3	22893	BAHD1	+
2275	FHL3	7205	TRIP6	+
51729	WBP11	55322	FLJ11193	+
4184	MCSP	83755	KRTAP4-12	+
9513	FXR2	10445	MCRS1	+
27033	TZFP	84528	PEPP-2	+
153733	MGC39633	541468	LOC541468	+
10813	UTP14A	11007	DIPA	+
9491	PSMF1	222389	C10orf30	+
5706	PSMC6	127703	FLJ38984	+
8861	LDB1	54472	TOLLIP	+
11007	DIPA	84080	C16orf48	+
3866	KRT15	114822	RHPN1	+
1857	DVL3	79797	ZNF408	+
51324	SPG21	57142	RTN4	+
5092	PCBD1	26003	GORASP2	+
10241	NDP52	10922	FASTK	+
23281	KIAA0774	127703	FLJ38984	+
10919	BAT8	80764	THAP7	+
10539	TXNL2	57019	CIAPIN1	+
3205	HOXA9	5359	PLSCR1	+
8812	CCNK	84528	PEPP-2	+
1856	DVL2	84080	C16orf48	+
358	AQP1	83755	KRTAP4-12	+
10898	CPSF4	81608	FIP1L1	+
5631	PRPS1	5631	PRPS1	+
3866	KRT15	11170	TU3A	+
2130	EWSR1	10099	TSPAN3	+
9513	FXR2	23650	TRIM29	+
1488	CTBP2	8204	NRIP1	+
3866	KRT15	23237	ARC	+
9513	FXR2	80125	FLJ32855	+
9111	NMI	11147	HHLA3	+
8665	EIF3S5	10456	HAX1	+
8440	NCK2	10262	SF3B4	+
22981	KIAA0980	27301	APEX2	+
11143	MYST2	253980	KCTD13	+
56904	SH3GLB2	339965	FLJ25770	+
79050	MGC3162	81628	TSC22D4	+
6426	SFRS1	85362	C20orf158	+
4670	HNRPM	83759	RBM30	+
10569	SLU7	11007	DIPA	+
1838	DTNB	57596	KIAA1446	+
1819	DRG2	51389	RWDD1	+
55613	MTMR8	66036	MTMR9	+
9319	TRIP13	64081	MAWBP	+
5530	PPP3CA	404550	MGC17624	+
2670	GFAP	5174	PDZK1	+
55308	DDX19L	57409	AD023	+
3198	HOXA1	30008	EFEMP2	+
2130	EWSR1	55297	FLJ11088	+
4591	TRIM37	55388	MCM10	+
1019	CDK4	51534	C6orf55	+
7704	ZBTB16	55068	FLJ10094	+
7186	TRAF2	10636	RGS14	+
11170	TU3A	57596	KIAA1446	+
51194	IPO11	84812	PLCD4	+
5631	PRPS1	26003	GORASP2	+
3275	HRMT1L1	63948	DMRTB1	+
1407	CRY1	7186	TRAF2	+
112869	LOC112869	339965	FLJ25770	+
10567	RABAC1	60491	NIF3L1	+
5359	PLSCR1	23493	HEY2	+
1153	CIRBP	27316	RBMX	+
11007	DIPA	80321	Cep70	+
7186	TRAF2	84832	MGC12538	+
30008	EFEMP2	79088	ZNF426	+
6602	SMARCD1	23641	LDOC1	+
23543	RBM9	63948	DMRTB1	+
55734	ZFP64	57596	KIAA1446	+
7186	TRAF2	10241	NDP52	+
868	CBLB	8440	NCK2	+
10567	RABAC1	10567	RABAC1	+
7447	VSNL1	348487	FLJ36766	+
9513	FXR2	57142	RTN4	+
4188	MDFI	6890	TAP1	+
9457	FHL5	10126	DNAL4	+
4678	NASP	126961	HIST2H3C	+
10450	PPIE	56949	XAB2	+
1857	DVL3	79856	SNX22	+
8092	CART1	9670	IPO13	+
894	CCND2	1027	CDKN1B	+
2670	GFAP	80022	MYO15B	+
10087	COL4A3BP	23421	ITGB3BP	+
79797	ZNF408	83755	KRTAP4-12	+
220134	C18orf24	256369	C14orf48	+
4110	MAGEA11	387338	NSUN4	+
55211	DPPA4	151871	DPPA2	+
6772	STAT1	84285	MGC11102	+
682	BSG	9260	PDLIM7	+
4188	MDFI	54973	RC68	+
1856	DVL2	90268	LOC90268	+
9883	POM121	56159	TEX11	+
3275	HRMT1L1	79869	FLJ12529	+
699	BUB1	10425	ARIH2	+
329	BIRC2	7186	TRAF2	+
55122	C6orf166	84708	LNX	+
7718	ZNF165	51282	SCAND1	+
2130	EWSR1	4591	TRIM37	+
9319	TRIP13	60491	NIF3L1	+
79036	MGC2749	84708	LNX	+
9513	FXR2	51421	AMOTL2	+
55577	NAGK	339965	FLJ25770	+
5359	PLSCR1	57048	PLSCR3	+
9721	KIAA0514	140735	Dlc2	+
10016	PDCD6	10016	PDCD6	+
11030	RBPMS	23543	RBM9	+
9802	DAZAP2	54932	FLJ20433	+
10919	BAT8	11278	KLF12	+
8667	EIF3S3	11007	DIPA	+
4188	MDFI	51545	ZNF581	+
10422	UBADC1	11052	CPSF6	+
2130	EWSR1	22981	KIAA0980	+
